,Unnamed: 0,사업장명,업태구분명,소재지전화,소재지전체주소,도로명전체주소,좌표정보(x),좌표정보(y),영업상태명,naver_map_url,구,동,검색어,검색어2,naver_map_url_df1
3857,357,동방축산 서면본점,한식,051-518-0102,부산광역시 부산진구 부전동 515-14 지상1층,"부산광역시 부산진구 중앙대로691번길 60, 지상1층 (부전동)",387242.7103,185873.9374,영업/정상,,부산진구,부전동,부전동 동방축산 서면본점,부전동 동방축산 서면본점 051-518-0102,
3859,359,연정식당,한식,051-8929727,부산광역시 부산진구 가야동 484-22번지,부산광역시 부산진구 엄광로 138 (가야동),384904.7265,185015.7249,영업/정상,,부산진구,가야동,가야동 연정식당,가야동 연정식당 051-8929727,
3861,361,향원식당,한식,051-8921605,부산광역시 부산진구 당감동 252-61번지,부산광역시 부산진구 당감로10번길 9 (당감동),385831.8921,186752.8517,영업/정상,,부산진구,당감동,당감동 향원식당,당감동 향원식당 051-8921605,
3862,362,굽네치킨개금점,한식,051-8923157,부산광역시 부산진구 개금동 470-8번지 18,"부산광역시 부산진구 개금온정로17번길 47-5 (개금동,18)",384206.9013,185829.5601,영업/정상,,부산진구,개금동,개금동 굽네치킨개금점,개금동 굽네치킨개금점 051-8923157,
3863,363,진미각,중국식,051-8915878,부산광역시 부산진구 개금동 540-203번지,부산광역시 부산진구 가야대로454번길 105 (개금동),384192.8019,185113.3241,영업/정상,,부산진구,개금동,개금동 진미각,개금동 진미각 051-8915878,
3864,364,충렬사분식,한식,051-8067738,부산광역시 부산진구 부전동 474-3번지,부산광역시 부산진구 서면문화로 13 (부전동),387359.0776,186336.3512,영업/정상,,부산진구,부전동,부전동 충렬사분식,부전동 충렬사분식 051-8067738,
3865,365,르네상스,한식,051-8620111,부산광역시 부산진구 양정동 357-4번지,부산광역시 부산진구 진남로 504 (양정동),388614.2861,187489.2173,영업/정상,,부산진구,양정동,양정동 르네상스,양정동 르네상스 051-8620111,
3866,366,수영공원돼지국밥(분점),한식,051-8971092,부산광역시 부산진구 가야동 488-5,부산광역시 부산진구 엄광로 128 (가야동),384819.5053,185048.1754,영업/정상,,부산진구,가야동,가야동 수영공원돼지국밥(분점),가야동 수영공원돼지국밥(분점) 051-8971092,
3867,367,바베큐일류잔치집,한식,051-8935186,부산광역시 부산진구 개금동 545-3번지,부산광역시 부산진구 가야대로468번길 55 (개금동),384307.3856,185357.8193,영업/정상,,부산진구,개금동,개금동 바베큐일류잔치집,개금동 바베큐일류잔치집 051-8935186,
3868,368,미화해장국,한식,051-8963871,부산광역시 부산진구 당감동 888-24번지,부산광역시 부산진구 동평로116번길 8 (당감동),385981.969,187076.293,영업/정상,,부산진구,당감동,당감동 미화해장국,당감동 미화해장국 051-8963871,
3869,369,미락,한식,051-6421161,부산광역시 부산진구 범천동 898-2번지,부산광역시 부산진구 범일로125번길 10 (범천동),387565.5572,184436.1451,영업/정상,,부산진구,범천동,범천동 미락,범천동 미락 051-6421161,
3870,370,야접중화포차(양정점),한식,051-852-1040,부산광역시 부산진구 양정동 81-6 (1층),"부산광역시 부산진구 연수로8번길 7, 1층 (양정동)",388750.1903,187946.0012,영업/정상,,부산진구,양정동,양정동 야접중화포차(양정점),양정동 야접중화포차(양정점) 051-852-1040,
3871,371,연지식육식당,한식,051-8188127,부산광역시 부산진구 연지동 72-15번지,부산광역시 부산진구 성지로14번길 8 (연지동),387200.225,187771.5839,영업/정상,,부산진구,연지동,연지동 연지식육식당,연지동 연지식육식당 051-8188127,
3872,372,대구식당,한식,051-636-3937,부산광역시 부산진구 범천동 869-27번지,부산광역시 부산진구 중앙대로 629-7 (범천동),387532.5669,185224.4788,영업/정상,,부산진구,범천동,범천동 대구식당,범천동 대구식당 051-636-3937,
3873,373,놀부부대찌게,한식,051-8689868,부산광역시 부산진구 양정동 364-4번지,부산광역시 부산진구 양지로 10 (양정동),388475.2184,187547.2562,영업/정상,,부산진구,양정동,양정동 놀부부대찌게,양정동 놀부부대찌게 051-8689868,
3874,374,자유시간,한식,051-8922315,부산광역시 부산진구 가야동 454-54번지,부산광역시 부산진구 대학로 74 (가야동),385319.4829,185240.5614,영업/정상,,부산진구,가야동,가야동 자유시간,가야동 자유시간 051-8922315,
3875,375,마라당,분식,051-8098081,부산광역시 부산진구 부전동 219-1번지 지상1층,"부산광역시 부산진구 중앙대로692번길 42, 지상1층 (부전동)",387785.2445,185848.9688,영업/정상,,부산진구,부전동,부전동 마라당,부전동 마라당 051-8098081,
3876,376,만리장성,한식,051-8983298,부산광역시 부산진구 가야동 396-5번지,부산광역시 부산진구 대학로 53-1 (가야동),385380.1022,185421.6126,영업/정상,,부산진구,가야동,가야동 만리장성,가야동 만리장성 051-8983298,
3877,377,벽산식당,한식,051-8952352,부산광역시 부산진구 개금동 566-60번지,부산광역시 부산진구 엄광로62번길 36 (개금동),384194.7079,184920.4534,영업/정상,,부산진구,개금동,개금동 벽산식당,개금동 벽산식당 051-8952352,
3878,378,지코바양정1호점,통닭(치킨),051-8686068,부산광역시 부산진구 양정동 319-15번지,부산광역시 부산진구 동평로405번길 15 (양정동),388477.9743,188108.3568,영업/정상,,부산진구,양정동,양정동 지코바양정1호점,양정동 지코바양정1호점 051-8686068,
3879,379,제이앤제이김밥이야기,분식,051-8929102,부산광역시 부산진구 개금동 362-7번지,부산광역시 부산진구 백양대로238번길 19 (개금동),384326.3729,186176.135,영업/정상,,부산진구,개금동,개금동 제이앤제이김밥이야기,개금동 제이앤제이김밥이야기 051-8929102,
3880,380,수영물총칼국수,한식,051-6341116,부산광역시 부산진구 범천동 877-1 (1층),"부산광역시 부산진구 범일로 185 (범천동,(1층))",387565.5977,185003.8163,영업/정상,,부산진구,범천동,범천동 수영물총칼국수,범천동 수영물총칼국수 051-6341116,
3881,381,육회와사시미,기타,055387-3690,부산광역시 부산진구 초읍동 288-24번지,부산광역시 부산진구 새싹로 272-1 (초읍동),386445.7382,188716.3535,영업/정상,,부산진구,초읍동,초읍동 육회와사시미,초읍동 육회와사시미 055387-3690,
3882,382,후쿠로,일식,051-8067809,부산광역시 부산진구 부전동 519-43,부산광역시 부산진구 중앙대로691번가길 20 (부전동),387249.7785,185941.5922,영업/정상,,부산진구,부전동,부전동 후쿠로,부전동 후쿠로 051-8067809,
3883,383,삼광보리밥,한식,051-8039636,부산광역시 부산진구 부전동 516-67번지 지상1층,"부산광역시 부산진구 부전로66번길 16, 지상1층 (부전동)",387241.6391,186003.2741,영업/정상,,부산진구,부전동,부전동 삼광보리밥,부전동 삼광보리밥 051-8039636,
3885,385,삼겹파티,한식,051-8947643,부산광역시 부산진구 가야동 19-1번지,부산광역시 부산진구 가야대로 651 (가야동),386080.7889,186020.8751,영업/정상,,부산진구,가야동,가야동 삼겹파티,가야동 삼겹파티 051-8947643,
3886,386,봉추찜닭,한식,051-8647400,부산광역시 부산진구 양정동 394-3 (1층),"부산광역시 부산진구 거제대로36번길 26 (양정동,(1층))",388423.5644,187785.1943,영업/정상,,부산진구,양정동,양정동 봉추찜닭,양정동 봉추찜닭 051-8647400,
3887,387,급행장,한식,051-8092100,부산광역시 부산진구 부전동 259-27번지 (4층중3층),"부산광역시 부산진구 서면문화로 4, 3층 (부전동)",387451.1092,186262.5867,영업/정상,,부산진구,부전동,부전동 급행장,부전동 급행장 051-8092100,
3888,388,엄마손팥칼국수,한식,051-8959599,부산광역시 부산진구 당감동 479-16번지,부산광역시 부산진구 동평로44번길 62-14 (당감동),385361.1988,186843.1146,영업/정상,,부산진구,당감동,당감동 엄마손팥칼국수,당감동 엄마손팥칼국수 051-8959599,
3889,389,백만김밥/도시락,분식,051-8084262,부산광역시 부산진구 초읍동 171-16,부산광역시 부산진구 성지로 158 (초읍동),386437.2078,188919.695,영업/정상,,부산진구,초읍동,초읍동 백만김밥/도시락,초읍동 백만김밥/도시락 051-8084262,
3891,391,맘사랑,분식,051892-9279,부산광역시 부산진구 가야동 416-24,부산광역시 부산진구 대학로 83-1 (가야동),385354.5521,185139.3422,영업/정상,,부산진구,가야동,가야동 맘사랑,가야동 맘사랑 051892-9279,
3892,392,영빈보리밥수제비,한식,051-6444233,부산광역시 부산진구 범천동 858-27번지,부산광역시 부산진구 황령대로17번길 29-11 (범천동),387691.9699,185288.3757,영업/정상,,부산진구,범천동,범천동 영빈보리밥수제비,범천동 영빈보리밥수제비 051-6444233,
3893,393,소문난구포집,한식,051-6423936,부산광역시 부산진구 범천동 858-27번지,부산광역시 부산진구 황령대로17번길 29-11 (범천동),387691.9699,185288.3757,영업/정상,,부산진구,범천동,범천동 소문난구포집,범천동 소문난구포집 051-6423936,
3894,394,미광식당,한식,051-8186695,"부산광역시 부산진구 부전동 267-21번지 ,29,30","부산광역시 부산진구 중앙대로 765 (부전동,,29,30)",387706.1647,186575.9143,영업/정상,,부산진구,부전동,부전동 미광식당,부전동 미광식당 051-8186695,
3895,395,김밥15시,한식,051-8942945,부산광역시 부산진구 가야동 459-16번지 1층,"부산광역시 부산진구 엄광로 166, 1층 (가야동)",385187.3504,185044.4507,영업/정상,,부산진구,가야동,가야동 김밥15시,가야동 김밥15시 051-8942945,
3896,396,피자샵,경양식,051-8918666,부산광역시 부산진구 개금동 523-33번지,부산광역시 부산진구 복지로 17 (개금동),384039.7878,185461.4613,영업/정상,,부산진구,개금동,개금동 피자샵,개금동 피자샵 051-8918666,
3897,397,늘해랑푸드,중국식,051-8616553,부산광역시 부산진구 양정동 354-10,"부산광역시 부산진구 양지로5번길 24, 지하1층 (양정동)",388543.5623,187674.8518,영업/정상,,부산진구,양정동,양정동 늘해랑푸드,양정동 늘해랑푸드 051-8616553,
3898,398,부산초밥,일식,051-8191688,부산광역시 부산진구 부전동 516-67번지,부산광역시 부산진구 부전로66번길 16 (부전동),387241.6391,186003.2741,영업/정상,,부산진구,부전동,부전동 부산초밥,부전동 부산초밥 051-8191688,
3900,400,대호반점,중국식,051-8180322,부산광역시 부산진구 부전동 32-5번지,부산광역시 부산진구 범전로5번길 10 (부전동),387886.4484,186907.9569,영업/정상,,부산진구,부전동,부전동 대호반점,부전동 대호반점 051-8180322,
3901,401,한뚝배기,한식,051-8020038,부산광역시 부산진구 부전동 170-32,부산광역시 부산진구 중앙대로692번길 45-4 (부전동),387804.4323,185889.5385,영업/정상,,부산진구,부전동,부전동 한뚝배기,부전동 한뚝배기 051-8020038,
3902,402,듀코비다이너,기타,070-41467760,부산광역시 부산진구 전포동 690-1,부산광역시 부산진구 전포대로199번길 9 (전포동),388063.4918,185858.4579,영업/정상,,부산진구,전포동,전포동 듀코비다이너,전포동 듀코비다이너 070-41467760,
3903,403,골목식당,한식,051-8036224,부산광역시 부산진구 부전동 477-12번지,부산광역시 부산진구 가야대로765번길 14 (부전동),387206.4686,186294.7654,영업/정상,,부산진구,부전동,부전동 골목식당,부전동 골목식당 051-8036224,
3904,404,통영아구찜,한식,051-8194543,부산광역시 부산진구 부전동 266-3번지 (2층),"부산광역시 부산진구 새싹로8번길 30 (부전동,(2층))",387611.295,186424.7263,영업/정상,,부산진구,부전동,부전동 통영아구찜,부전동 통영아구찜 051-8194543,
3905,405,은하식당,한식,051-8180904,부산광역시 부산진구 부전동 267-21번지,부산광역시 부산진구 중앙대로 765 (부전동),387706.1647,186575.9143,영업/정상,,부산진구,부전동,부전동 은하식당,부전동 은하식당 051-8180904,
3906,406,합천국밥,한식,051-8976548,부산광역시 부산진구 당감동 292-118,부산광역시 부산진구 백양대로60번길 64 (당감동),385993.6842,187012.5416,영업/정상,,부산진구,당감동,당감동 합천국밥,당감동 합천국밥 051-8976548,
3907,407,꼼쥬브,기타,051-8521323,부산광역시 부산진구 양정동 319-15번지,부산광역시 부산진구 동평로405번길 15 (양정동),388477.9743,188108.3568,영업/정상,,부산진구,양정동,양정동 꼼쥬브,양정동 꼼쥬브 051-8521323,
3908,408,국민아구찜,한식,051-8928995,부산광역시 부산진구 개금동 554-53번지,부산광역시 부산진구 냉정로 192 (개금동),384088.9828,185314.4974,영업/정상,,부산진구,개금동,개금동 국민아구찜,개금동 국민아구찜 051-8928995,
3909,409,투다리,호프/통닭,051-8630962,부산광역시 부산진구 양정동 93-1번지,부산광역시 부산진구 연수로 24 (양정동),388856.3927,188025.3662,영업/정상,,부산진구,양정동,양정동 투다리,양정동 투다리 051-8630962,
3910,410,엄용백 낙돈,한식,051-807-8161,부산광역시 부산진구 부전동 515-17 지상1층,"부산광역시 부산진구 중앙대로691번가길 29, 지상1층 (부전동)",387216.7167,185989.9703,영업/정상,,부산진구,부전동,부전동 엄용백 낙돈,부전동 엄용백 낙돈 051-807-8161,
